JobTitle,company,JobLocation,JobType,DaysPostedAgo,MatchPercentage,LinkToApply,NoOfSkillsJobDemanded,SkillsJobDemended,NoOfMatchedSkills,MatchedSkills,NoOfUnmatchedSkills,UnmatchedSkills,NoOfExtraSkillsYouHave,ExtraSkillsYouHave,MyTotalSkills
 Distribution Grid Intelligence Intern, ABB, , Internship,6,53.85,https://www.indeed.com/rc/clk?jk=47bb80d5d777baa5&fccid=38b4474838e7b7a1&vjs=3,26,"Email, Mac, R, Review, Electrical, Processing, Verbal, Web, Matlab, Communication, C, Python, Computer, Research, Tools, Operations, Engineering, Analytics, Technology, Development, Science, Development Tools, Applications, Microsoft Azure, Medical, Computer Science",14,"C, Technology, Development, Science, Python, Computer, Analytics, R, Tools, Microsoft Azure, Processing, Operations, Mac, Computer Science",12,"Development Tools, Web, Research, Review, Electrical, Applications, Medical, Email, Engineering, Verbal, Matlab, Communication",94,"Toad, Tensorflow, Excel, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Linux, Spyder, Data Analysis, image classification, Coding, Java, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Data, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Pig, MS Visual Studio, Hadoop ecosystem, Management, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, PLSQL, Leadership, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Electrical Engineering Intern, Riverside Research, , Internship,7,53.85,https://www.indeed.com/rc/clk?jk=010c80998a31e152&fccid=d81796328c01c258&vjs=3,26,"Physics, Statistical Analysis, Presentation, Security, Financial, Mathematics, Algorithms, Technical, Mac, Image Processing, R, Electrical, Processing, Analysis, Legal, Matlab, C,  concepts, Data Analysis, Computer, Research, Operations, Engineering, Data, Programming, Math",14,"C, Image Processing, Statistical Analysis, Data Analysis, Computer, R, Data, Processing, Operations, Programming, Analysis, Algorithms, Technical, Mac",12,"Physics,  concepts, Research, Presentation, Electrical, Security, Financial, Mathematics, Engineering, Math, Legal, Matlab",94,"Toad, Tensorflow, Excel, Certifications, Code, Flume, Machine Learning Algorithms, Linux, Spyder, Python, image classification, Coding, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Information Technology, Predictive Quantitative Analysis, Windows, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108
 Contract Technical Recruiter, Sumo Logic, ,,14,53.85,https://www.indeed.com/rc/clk?jk=f8aa0d5b2f6dbda0&fccid=cd16d7546cac8264&vjs=3,26,"Excel, Logic, Security, Data Analytics, Algorithms, Technical, Mac, Customer Service, Coordinating, R, Networking, Machine Learning Algorithms, C, Research, Attention to Detail, Tools, Engineering, Work Independently, Analytics, Innovation, Development, Applications, Data, Big Data, Organization, Management",14,"C, Development, Excel, Analytics, R, Machine Learning Algorithms, Tools, Data, Data Analytics, Big Data, Algorithms, Technical, Management, Mac",12,"Innovation, Logic, Customer Service, Research, Networking, Attention to Detail, Security, Applications, Engineering, Organization, Work Independently, Coordinating",94,"Toad, Tensorflow, Certifications, Code, Flume, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Computer Science, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108
" College Intern, Information Technology - Data Science", Beckman Coulter - Diagnostics, ," Full-time, Internship",0.83,53.49,https://www.indeed.com/rc/clk?jk=33ab3b7550b9e541&fccid=06d9b5b9a02cdc5d&vjs=3,43,"Excel, Logic, Testing, Implementation, Information Technology, Mac, Quantitative, Statistics, AWS, R, Analysis, SAS, Communication, C, Data Science Tools, Data Analysis, Python, EDA, Diagnostics, Computer, Research, Data Science, Trends, Tools, Design, SPSS, Database, Data Trends, Data Mining, Technology, Development, Leadership, SQL, Data Profiling, Science, Relational Databases, Applications, Databases, Data, Medical, Math, Organization, Computer Science",23,"Excel, Computer Science, Information Technology, Mac, Quantitative, Statistics, R, Analysis, SAS, C, Data Analysis, Python, Computer, Data Science, Tools, Data Mining, Technology, Development, Science, SQL, Leadership, Data, Design",20,"Data Science Tools, Math, Logic, EDA, Testing, AWS, Diagnostics, Research, Data Profiling, Relational Databases, Trends, Applications, Databases, Medical, Implementation, SPSS, Database, Organization, Communication, Data Trends",85,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, image classification, Coding, Java, Analytics, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, PLSQL, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Data Analytics Intern, Bluestem Energy Solutions, , Internship,9,53.33,https://www.indeed.com/rc/clk?jk=899265f6a8a8212f&fccid=7a41f10294070ca0&vjs=3,30,"Logic, Technical Writing, Data Manipulation, Mathematics, Critical thinking, Technical, Mac, Analytical, Support, Statistics, R, Writing, Processing, C, Computer, Research, Data Science, Attention to Detail, Critical Thinking, Storage, Tools, Analytical , Science, Development, Networks, Data, Programming, Math, Management, Computer Science",16,"C, Science, Development, Statistics, Computer, R, Networks, Data Science, Tools, Data, Processing, Programming, Technical, Management, Mac, Computer Science",14,"Support, Logic, Technical Writing, Research, Data Manipulation, Writing, Attention to Detail, Critical Thinking, Mathematics, Critical thinking, Storage, Analytical , Math, Analytical",92,"Toad, Tensorflow, Excel, Certifications, Code, Flume, Machine Learning Algorithms, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Business Objects",108
 Internship: Software Engineering, Axiom Exergy, ," Full-time, Internship",11,53.33,https://www.indeed.com/rc/clk?jk=5906823e6aeb5592&fccid=59f06bc94c21e9ad&vjs=3,45,"Software Engineering, Excel, Optimization, APIs, Software, Languages, Reports, Visio, Code, Algorithms, Mac, AWS, HTML, R, Metrics, Machine Learning Algorithms, Processing, Analysis, Web, Linux, C,  concepts, Data Analysis, Python, Computer, Product Development, Storage, Design, Engineering, Web Applications, Java, CSS, Vision, Technology, Development, Innovation, Science, Servers, Applications, Hardware, Creative, Data, Programming, Management, Computer Science",24,"Optimization, Excel, Computer Science, Reports, Algorithms, Code, Mac, R, Machine Learning Algorithms, Processing, Analysis, Linux, C, Data Analysis, Python, Computer, Java, Technology, Development, Science, Data, Programming, Management, Design",21,"Software Engineering, APIs, Software, Languages, Visio, AWS, HTML, Metrics, Web,  concepts, Product Development, Storage, Engineering, Web Applications, CSS, Vision, Innovation, Servers, Applications, Hardware, Creative",84,"Toad, Statistical Learning, Tensorflow, Statistical Analysis, Decision making, Text Analytics, sklearn, Hadoop Streaming, MapReduce, Keras, Hadoop ecosystem, Certifications, Data Analytics, Convolutional Neural Network, Information Technology, Predictive Quantitative Analysis, Technical, Windows, R-Studio, Image Processing, Flume, Quantitative, Hadoop, Statistics, Statistical Modelling, Data Warehousing, image classification problem, SAP Business Objects, OLAP, Data Visualization, C++, MS Excel, Quantitative Analysis, Big Data Analytics, Developer, Decision Analytics, SAS, Data Sets, Spyder, Seaborn, Oracle, ETL, HANA, Tableau, image classification, Jupyter Notebooks, Data Science, Decision Making, Tools, Reporting, Enterprise Miner, SAP HANA, Operations, PLSQL, C#, Coding, Spark, Oracle SQL Developer, Analytics, BEX Query Designer and Analyzer, Data Mining, Leadership, Forecasting, SQL, Lumira, Matplotlib, Sqoop, SAP NetWeaver, Multivariate Analysis, Pandas, Translation, Hive, Networks, Numpy, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, sci-kit learn, Business Objects, MS Visual Studio, NLTK, SAP Design Studio, CNN",108
 Data Analytics Engineer (Intern)," Samsung Semiconductor, Inc.", , Internship,17,53.19,https://www.indeed.com/rc/clk?jk=88c833cea884d7a0&fccid=ab363090be40fba4&vjs=3,47,"Excel, Optimization, Machine Learning Models, Software, Problem Solving, Computer Science, Data Analytics, Debugging, Data Modeling, Technical, Mac, Hadoop, R, Architecture, C++, Verbal, Analysis, Researching, iOS, Linux, Communication, C, Python, Emerging Technologies, Computer, NoSQL, Research, Data Science, Storage, Creativity, Engineering, Database, File Systems, Spark, Java, Written Communication, Analytics, Innovation, Development, Science, SQL, Applications, Databases, Data, Big Data, Management, Design",25,"Optimization, Excel, Data Analytics, Technical, Mac, Hadoop, R, C++, Analysis, Linux, C, Python, Computer, Data Science, Design, Spark, Java, Analytics, Science, Development, SQL, Data, Big Data, Management, Computer Science",22,"Machine Learning Models, Software, Problem Solving, Debugging, Data Modeling, Architecture, Verbal, iOS, Researching, Communication, NoSQL, Emerging Technologies, Research, Storage, Creativity, Engineering, Database, File Systems, Written Communication, Innovation, Applications, Databases",83,"Toad, Statistical Learning, Tensorflow, Statistical Analysis, Decision making, Text Analytics, sklearn, Hadoop Streaming, MapReduce, Keras, Hadoop ecosystem, Certifications, Convolutional Neural Network, Reports, Code, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, R-Studio, Image Processing, Flume, Quantitative, Data Warehousing, Statistics, Statistical Modelling, image classification problem, OLAP, SAP Business Objects, Data Visualization, Machine Learning Algorithms, Processing, MS Excel, Quantitative Analysis, Big Data Analytics, Developer, Decision Analytics, SAS, Data Sets, Spyder, Seaborn, Oracle, ETL, Data Analysis, HANA, Tableau, image classification, Jupyter Notebooks, Decision Making, Tools, Reporting, Enterprise Miner, SAP HANA, Operations, PLSQL, C#, Coding, Oracle SQL Developer, BEX Query Designer and Analyzer, Data Mining, Leadership, Technology, Forecasting, Lumira, Matplotlib, Sqoop, SAP NetWeaver, Multivariate Analysis, Pandas, Translation, Hive, Networks, Numpy, Exploratory Data Analysis, Microsoft Azure, Programming, Pig, sci-kit learn, Business Objects, MS Visual Studio, NLTK, SAP Design Studio, CNN",108
 Features Internship, Zeta Global, ," Full-time, Internship",0.75,52.78,https://www.indeed.com/rc/clk?jk=9d405ebbf3761ca6&fccid=d440534677583830&vjs=3,36,"Excel, Testing, APIs, Application Development, Software, Implementation, Visio, Code, Technical, Mac, Support, R, Review, Web, Communication, Software Development, C, Oracle, Python, Computer, Design, Engineering, Design Principles, Java, Vision, Analytics, Technology, Development, Science, Data, Medical, Programming, Javascript, Organization, Management, Computer Science",19,"C, Technology, Oracle, Excel, Development, Python, Science, Computer, Analytics, R, Java, Data, Computer Science, Programming, Code, Technical, Management, Mac, Design",17,"Support, Testing, Software Development, Organization, APIs, Application Development, Review, Software, Medical, Javascript, Implementation, Visio, Engineering, Web, Design Principles, Vision, Communication",89,"Toad, Tensorflow, Certifications, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, ETL, HANA, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Software Intern, Whistle, ," Full-time, Internship",8,52.78,https://www.indeed.com/rc/clk?jk=baed36e3c87fbcb2&fccid=ad9c822de8fc9c0b&vjs=3,36,"Teamwork, Testing, Ruby, Software, Data Analytics, Code, Technical, Data Storage, Mac, HTML, R, Electrical, Data Visualization, Processing, Product Management, C, Python, Computer, Research, Storage, Design, Mobile, Engineering, Database, Flexibility, Java, CSS, Analytics, Technology, Development, Science, Data, Javascript, Math, Management, Computer Science",19,"C, Technology, Development, Science, Python, Computer, Analytics, R, Java, Data Visualization, Data, Computer Science, Processing, Data Analytics, Code, Technical, Management, Mac, Design",17,"Teamwork, Testing, Ruby, HTML, Research, Electrical, Software, Storage, Mobile, Javascript, Engineering, Database, Math, Flexibility, CSS, Data Storage, Product Management",89,"Toad, Tensorflow, Excel, Certifications, Flume, Machine Learning Algorithms, Linux, Spyder, Data Analysis, image classification, Coding, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108
 Quantitative Summer Associate (Master's/MBA), Principal Financial Group, ," Full-time, Temporary",9,52.63,https://www.indeed.com/rc/clk?jk=0359c0e9f676c2ad&fccid=591be181c58fd89d&vjs=3,38,"Excel, Financial, MySQL, Problem Solving, Large Data Sets, Unix, Email, Code, Algorithms, Optimizing, Mac, Support, Quantitative, Statistics, R, Review, Goals, Machine Learning Algorithms, C++, Analysis, Construction, Data Sets, SAS, Linux, Communication, C, Data Analysis, Python, Personal, Research, Database, Analytics, Innovation, Development, SQL, UNIX, Data, Math",20,"C, Development, Excel, Data Analysis, Quantitative, Algorithms, Statistics, Python, Analytics, R, SQL, Machine Learning Algorithms, C++, Data, Analysis, Code, Data Sets, SAS, Linux, Mac",18,"Innovation, Support, Communication, UNIX, Math, Personal, Research, Review, Financial, MySQL, Large Data Sets, Problem Solving, Unix, Email, Goals, Construction, Database, Optimizing",88,"Toad, Tensorflow, Certifications, Technical, Flume, Processing, Spyder, image classification, Coding, Java, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Design, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, Big Data Analytics, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108
 Quantitative Summer Associate (Master's/MBA), Principal Financial Group, ," Full-time, Temporary",9,52.63,https://www.indeed.com/rc/clk?jk=0359c0e9f676c2ad&fccid=591be181c58fd89d&vjs=3,38,"Excel, Financial, MySQL, Problem Solving, Large Data Sets, Unix, Email, Code, Algorithms, Optimizing, Mac, Support, Quantitative, Statistics, R, Review, Goals, Machine Learning Algorithms, C++, Analysis, Construction, Data Sets, SAS, Linux, Communication, C, Data Analysis, Python, Personal, Research, Database, Analytics, Innovation, Development, SQL, UNIX, Data, Math",20,"C, Development, Excel, Data Analysis, Quantitative, Algorithms, Statistics, Python, Analytics, R, SQL, Machine Learning Algorithms, C++, Data, Analysis, Code, Data Sets, SAS, Linux, Mac",18,"Innovation, Support, Communication, UNIX, Math, Personal, Research, Review, Financial, MySQL, Large Data Sets, Problem Solving, Unix, Email, Goals, Construction, Database, Optimizing",88,"Toad, Tensorflow, Certifications, Technical, Flume, Processing, Spyder, image classification, Coding, Java, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Design, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, Big Data Analytics, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108
 Intern - Machine Learning, Jaunt VR, , Internship,0.75,52.38,https://www.indeed.com/rc/clk?jk=a8f4c6db95c8c172&fccid=671008681c1ae433&vjs=3,21,"Tensorflow, Android, Visio, Code, Mac, Statistics, R, C++, iOS, C, Python, Computer, Research, Linear Algebra, Mobile, Vision, Technology, Development, Applications,  Maintain, Math",11,"C, Technology, Tensorflow, Development, Python, Statistics, Computer, R, C++, Code, Mac",10,"Android, Research, Linear Algebra, Applications, Mobile,  Maintain, Visio, Math, iOS, Vision",97,"Toad, Excel, Certifications, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Data, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108
 Data Science Engineer Internship, Cambia Health, ," Full-time, Internship",8,52.17,https://www.indeed.com/rc/clk?jk=75017c5e1785616c&fccid=10b1f58e33d8d2a8&vjs=3,69,"Software Engineering, Excel, Optimization, Testing, Software, Languages, Problem Solving, Critical thinking, Computer Science, Unix, Visio, Algorithms, Code, Information Technology, Analytical, Mac, Support, Hadoop, Quantitative, Statistics, SQL Queries, AWS, R, Review, Internet, Writing, C++, Processing, Analysis, Data Sets, Linux, Communication, Software Development, C, ETL, Data Analysis, Python, NoSQL, Computer, Continuous Integration, Data Science, Critical Thinking, Tools, Engineering, Database, Analytical , Spark, Java, Vision, Data Mining, Technology, Development, Data Structures, SQL, UNIX, Science, Hive, Relational Databases, Training, Databases, Data, Big Data, Creative,  Maintain, Pig, Healthcare, Organization, Management, Design",36,"Optimization, Excel, Information Technology, Code, Algorithms, Mac, Hadoop, Quantitative, Statistics, R, C++, Processing, Analysis, Data Sets, Linux, C, ETL, Data Analysis, Python, Computer, Data Science, Tools, Design, Spark, Java, Data Mining, Technology, Development, Science, SQL, Hive, Data, Big Data, Pig, Management, Computer Science",33,"Software Engineering, Testing, Software, Languages, Problem Solving, Critical thinking, Unix, Visio, Analytical, Support, SQL Queries, AWS, Review, Internet, Writing, Software Development, Communication, NoSQL, Continuous Integration, Critical Thinking, Engineering, Database, Analytical , Vision, Data Structures, UNIX, Relational Databases, Training, Databases, Creative,  Maintain, Healthcare, Organization",72,"Toad, Statistical Learning, Tensorflow, Statistical Analysis, Decision making, Text Analytics, sklearn, Hadoop Streaming, MapReduce, Keras, Hadoop ecosystem, Certifications, Data Analytics, Convolutional Neural Network, Reports, Predictive Quantitative Analysis, Technical, Windows, R-Studio, Image Processing, Flume, Data Warehousing, image classification problem, Statistical Modelling, OLAP, SAP Business Objects, Data Visualization, Machine Learning Algorithms, MS Excel, Quantitative Analysis, Big Data Analytics, Developer, Decision Analytics, SAS, Seaborn, Spyder, Oracle, HANA, Tableau, image classification, Jupyter Notebooks, Decision Making, Reporting, Enterprise Miner, SAP HANA, Operations, PLSQL, C#, Coding, Oracle SQL Developer, Analytics, BEX Query Designer and Analyzer, Leadership, Forecasting, Lumira, Matplotlib, Sqoop, SAP NetWeaver, Multivariate Analysis, Pandas, Translation, Networks, Numpy, Exploratory Data Analysis, Microsoft Azure, Programming, sci-kit learn, Business Objects, MS Visual Studio, NLTK, SAP Design Studio, CNN",108
